movie_id,primary_title,movie,production_budget,worldwide_gross,roi
tt1409024,Men in Black 3,Men in Black 3,215000000.0,654213485.0,2.042853418604651
tt1410297,Beloved,Beloved,53000000.0,22852487.0,-0.568821
tt1815799,Beloved,Beloved,53000000.0,22852487.0,-0.568821
tt2408404,Beloved,Beloved,53000000.0,22852487.0,-0.568821
tt3421854,Beloved,Beloved,53000000.0,22852487.0,-0.568821
tt8450662,Beloved,Beloved,53000000.0,22852487.0,-0.568821
tt1411238,No Strings Attached,No Strings Attached,25000000.0,149228078.0,4.96912312
tt6298204,No Strings Attached,No Strings Attached,25000000.0,149228078.0,4.96912312
tt6598256,No Strings Attached,No Strings Attached,25000000.0,149228078.0,4.96912312
tt1411250,Riddick,Riddick,38000000.0,94763758.0,1.4937831052631578
tt1411664,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,10000000.0,2529395.0,-0.7470605
tt1411697,The Hangover Part II,The Hangover Part II,80000000.0,586464305.0,6.3308038125
tt1411704,Hop,Hop,63000000.0,188657593.0,1.9945649682539683
